25,7,22,126,99,289,567,80,235,239,46,268,360,93,139,367,60,460,359,72,679,260,86,259
1,8,22,256,31,470,480,21,678,149,46,600,268,63,157,134,88,468,245,18,990,290,13,346
8,8,22,377,79,234,150,68,350,780,58,459,690,54,699,780,51,245,126,96,259,249,59,234
15,8,22,404,404,404,347,40,389,277,68,558,269,71,290,246,25,249,236,11,470,140,59,225
22,8,22,148,37,188,359,74,680,456,52,237,578,9,126,579,12,589,356,49,270,290,11,399
29,8,22,124,78,288,339,51,344,140,51,236,588,19,199,255,27,890,123,65,447,260,84,158
5,9,22,247,38,459,679,22,589,278,71,137,350,87,133,580,35,357,268,67,124,478,95,357
12,9,22,770,49,360,460,8,279,156,22,589,359,79,144,689,36,150,370,8,468,237,20,578
19,9,22,789,48,189,114,69,117,334,1,678,580,35,339,349,63,256,460,7,124,114,67,250
26,9,22,780,51,579,180,96,448,678,18,459,127,0,235,379,98,170,380,10,145,590,41,560
3,10,22,569,8,160,770,44,239,169,69,469,150,67,377,678,15,348,125,80,460,128,12,570
10,10,22,390,21,489,135,96,123,148,30,550,779,39,379,690,51,146,177,54,112,239,49,379
17,10,22,340,75,348,346,30,677,448,62,255,560,12,570,190,9,135,239,47,160,349,69,225
24,10,22,404,404,404,269,73,670,190,1,380,138,20,145,245,11,579,380,18,170,247,32,228
31,10,22,178,68,125,159,53,238,230,55,456,349,68,459,469,93,166,789,43,346,267,54,112
7,11,22,690,52,570,678,18,477,139,32,246,590,44,130,367,64,338,468,81,245,579,10,460
14,11,22,168,57,340,589,26,600,129,22,660,170,80,136,126,95,348,368,72,679,489,18,134
21,11,22,257,47,250,560,19,559,229,31,155,233,89,117,568,93,256,136,4,112,370,3,788
28,11,22,366,59,180,236,16,448,680,47,124,790,69,568,368,78,990,248,40,280,349,62,679
5,12,22,239,41,470,789,47,340,168,52,147,478,96,123,570,27,566,380,17,250,500,59,180
12,12,22,899,60,190,247,32,138,126,97,269,180,96,123,567,81,560,124,77,340,337,37,179
19,12,22,334,7,250,240,66,178,137,19,199,346,39,289,117,94,149,470,13,120,477,85,447
26,12,22,135,90,334,789,43,238,125,84,130,177,50,235,355,34,400,350,86,178,368,75,249
2,1,23,479,0,136,267,54,130,260,81,579,689,32,499,126,90,136,389,7,124,157,35,889
9,1,23,135,99,289,260,82,110,368,77,557,157,38,378,278,72,570,456,50,136,678,19,478
16,1,23,266,48,350,239,40,280,890,75,140,233,81,245,148,32,129,678,14,266,145,2,255
23,1,23,588,15,177,189,85,113,260,83,599,404,404,404,123,64,130,227,17,250,133,78,459
30,1,23,179,70,244,345,28,459,123,63,346,190,5,456,567,84,167,157,30,280,136,8,189
6,2,23,240,66,150,249,50,190,236,10,190,126,96,123,189,80,136,379,93,157,240,62,345
13,2,23,399,17,223,146,12,246,580,38,125,144,97,566,112,44,239,147,27,124,130,46,367
20,2,23,347,48,279,678,16,240,166,30,190,228,23,229,567,80,569,558,83,139,589,29,577
27,2,23,240,66,259,120,34,257,145,7,890,248,47,340,279,86,259,460,9,360,369,84,455
6,3,23,290,19,667,245,19,126,404,404,404,680,47,269,122,58,350,577,91,290,477,82,147
13,3,23,125,80,370,145,6,268,147,25,140,129,29,135,145,6,899,499,20,280,178,65,690
20,3,23,570,29,450,670,31,100,670,39,180,450,99,388,110,20,190,124,74,789,235,5,357
27,3,23,166,37,368,260,81,119,124,72,589,570,23,120,158,49,270,139,32,147,779,36,240
3,4,23,270,95,159,246,29,289,379,99,360,256,38,170,150,64,356,280,7,566,136,5,140
10,4,23,468,89,900,490,31,290,369,86,790,479,8,378,129,25,799,489,19,199,380,10,370
17,4,23,220,42,138,346,33,229,290,17,160,458,72,129,166,35,140,456,59,290,440,80,235
24,4,23,679,21,678,139,30,479,233,80,127,166,38,369,115,73,120,445,38,134,160,76,123
1,5,23,400,42,237,160,79,234,246,20,578,367,68,170,566,77,124,178,66,123,347,41,470
8,5,23,569,3,256,456,50,136,147,26,123,178,65,122,369,83,148,122,52,237,235,9,450
15,5,23,355,35,140,140,53,580,456,59,117,580,39,270,358,68,440,150,61,236,700,78,170
22,5,23,690,54,266,456,50,136,180,93,157,466,65,249,460,8,116,230,56,240,338,44,347
29,5,23,160,79,135,269,74,239,880,65,348,239,41,137,138,27,340,448,61,245,250,76,448
5,6,23,345,25,249,400,42,156,280,9,469,236,17,700,270,91,380,233,82,147,689,31,290
12,6,23,189,89,469,115,73,247,357,52,228,337,33,120,230,58,558,267,52,390,266,49,379
19,6,23,234,91,335,229,37,179,224,87,340,267,59,234,189,82,688,126,98,468,600,63,120
26,6,23,789,44,356,288,89,289,347,43,670,345,25,230,578,3,689,369,89,234,570,26,123
3,7,23,134,83,445,270,99,135,789,43,229,147,20,370,340,70,235,279,83,247,237,20,479
10,7,23,224,80,190,237,20,569,240,60,389,880,62,480,280,2,246,457,67,124,177,59,289
17,7,23,350,88,134,369,84,699,890,72,390,118,2,237,450,96,178,266,45,140,566,78,189
24,7,23,400,41,335,158,40,299,258,56,899,267,50,145,257,49,450,478,95,159,600,65,339
31,7,23,590,41,128,339,57,467,378,89,180,366,52,147,269,75,447,200,29,199,190,0,460
7,8,23,234,96,268,113,57,278,156,28,477,268,67,124,169,65,780,120,35,168,990,82,237
14,8,23,350,85,267,404,404,404,359,78,378,233,87,124,226,2,660,578,3,229,699,47,160
21,8,23,359,78,378,499,28,350,456,58,134,469,91,290,147,23,300,129,21,669,368,76,268
28,8,23,456,59,135,160,70,370,790,69,126,490,31,399,349,60,127,340,79,270,259,64,158
4,9,23,689,33,670,369,88,468,144,90,334,135,96,880,145,4,248,490,38,134,478,98,990
11,9,23,234,97,359,235,6,240,390,22,336,458,78,378,468,85,690,358,61,155,123,60,479
18,9,23,389,6,169,567,83,779,600,60,127,190,1,335,125,82,156,379,94,789,700,71,236
25,9,23,670,35,799,279,83,256,200,29,577,246,22,147,135,91,579,360,98,233,267,57,340
2,10,23,480,23,337,345,20,370,467,76,457,258,53,120,256,31,380,229,34,446,357,59,126
9,10,23,129,25,230,122,55,357,377,73,139,349,60,235,459,84,239,268,67,269,590,47,890
16,10,23,367,67,223,135,96,169,167,40,488,146,14,266,990,81,290,259,65,357,388,97,700
23,10,23,149,47,458,770,41,489,580,33,689,568,92,390,356,44,400,349,62,237,349,62,147
30,10,23,236,17,340,357,52,345,330,66,169,180,97,250,568,99,388,278,75,267,159,56,150
6,11,23,788,33,670,158,49,126,345,20,280,158,45,258,340,79,478,689,34,347,577,97,359
13,11,23,380,14,257,378,85,230,569,7,188,690,59,126,157,39,126,147,23,670,780,52,345
20,11,23,155,10,136,357,57,223,230,59,568,100,11,678,490,39,234,134,80,370,670,32,589
27,11,23,119,11,137,128,10,389,190,2,480,458,78,125,289,95,230,159,51,678,140,56,178
4,12,23,359,70,190,168,54,248,335,14,158,678,13,148,349,66,790,339,54,347,466,68,189
11,12,23,680,49,289,457,63,238,199,93,300,167,41,146,250,73,247,290,15,159,266,49,234
18,12,23,357,52,570,167,49,568,356,47,340,390,26,358,259,61,137,258,53,139,125,87,458
25,12,23,156,27,890,134,82,660,367,62,200,780,52,138,269,72,570,460,1,146,288,89,360
1,1,24,590,40,280,380,16,349,390,29,144,489,16,367,470,16,259,148,39,478,579,16,790
8,1,24,890,76,169,258,59,568,160,79,559,267,52,138,469,99,225,138,29,117,477,82,589
15,1,24,220,49,270,679,29,568,660,24,347,117,93,256,159,59,289,478,96,358,240,65,122
22,1,24,190,8,224,148,30,578,889,53,689,156,20,136,404,404,404,469,90,389,356,47,700
29,1,24,490,35,140,189,89,117,136,0,136,440,81,579,389,5,799,279,81,489,445,31,128
5,2,24,679,20,370,569,6,448,345,21,128,890,77,377,345,26,367,340,79,135,137,19,126
12,2,24,246,27,160,267,59,360,112,48,459,670,34,257,180,97,223,678,18,567,679,27,269
19,2,24,289,99,568,458,78,369,148,33,689,148,38,369,350,83,139,358,60,460,490,34,158
26,2,24,150,63,300,480,29,568,246,28,468,450,99,478,255,28,459,660,21,290,448,69,469
4,3,24,139,32,156,670,33,120,447,58,134,238,32,390,670,35,357,279,87,250,889,58,468
11,3,24,133,75,366,345,20,118,480,27,188,123,69,199,379,90,569,357,57,278,125,89,135
18,3,24,150,68,134,670,38,134,138,28,468,170,87,278,457,61,155,458,77,124,330,62,336
25,3,24,404,404,404,248,45,140,147,21,678,339,51,470,566,75,249,100,18,170,390,25,230
1,4,24,560,12,345,130,40,578,689,33,337,280,4,356,123,60,280,190,1,290,299,3,148
8,4,24,140,52,390,236,17,467,180,94,455,239,47,467,157,33,139,268,63,120,390,27,124
15,4,24,248,48,189,579,19,577,370,6,268,678,10,569,334,7,467,346,37,566,456,51,290
22,4,24,570,22,660,289,90,118,350,89,135,126,98,279,237,23,689,260,83,490,114,64,257
29,4,24,245,15,690,450,93,788,780,51,380,336,24,789,148,31,470,250,71,290,460,9,199
6,5,24,125,86,150,338,41,128,890,71,678,300,37,700,237,21,380,568,92,200,880,66,268
13,5,24,778,26,123,670,36,150,345,23,247,245,12,679,440,89,234,229,33,490,268,66,466
20,5,24,359,74,158,890,79,568,199,90,136,188,76,178,458,70,334,146,19,126,167,44,257
27,5,24,128,14,789,290,16,123,600,66,899,117,95,159,168,52,390,234,92,660,678,16,169
3,6,24,489,19,667,249,55,357,112,41,155,137,19,126,123,63,157,244,8,558,124,74,266
10,6,24,230,52,778,237,28,468,235,6,178,170,86,268,240,60,145,159,55,177,169,68,279
17,6,24,300,34,158,257,46,448,156,27,133,167,44,356,550,7,368,349,65,348,277,67,278
24,6,24,370,0,226,578,0,280,278,79,180,247,32,255,247,32,156,126,99,289,360,93,157
1,7,24,147,23,120,178,60,370,470,19,388,780,57,890,368,72,480,148,31,678,360,94,158
8,7,24,377,79,667,357,59,199,370,3,346,112,40,280,118,0,677,125,80,244,335,17,359
15,7,24,449,70,226,157,30,370,345,26,277,367,64,167,266,47,179,690,56,466,568,94,158
22,7,24,490,35,258,990,82,660,477,80,389,230,55,339,340,77,133,780,51,669,124,76,150
29,7,24,144,96,349,138,25,267,770,45,456,300,37,566,466,65,159,345,29,900,134,87,250
5,8,24,399,11,380,480,28,440,280,8,350,378,80,190,345,20,127,790,63,670,490,36,169
12,8,24,379,96,466,337,36,178,135,92,589,404,404,404,110,28,369,479,2,237,468,82,499
19,8,24,266,47,890,279,85,113,150,65,357,489,16,277,479,0,370,139,38,189,123,69,379
26,8,24,137,15,140,899,62,336,460,9,360,269,79,126,338,47,359,269,76,178,224,85,140
2,9,24,268,67,269,370,4,356,268,66,367,128,16,457,788,35,177,236,10,677,370,9,559
9,9,24,367,68,189,138,28,134,199,91,245,126,91,344,235,2,110,379,97,269,690,57,250
16,9,24,168,56,277,890,77,188,566,74,158,268,65,122,128,10,145,279,85,159,668,7,188
23,9,24,679,24,130,230,52,147,399,19,379,780,52,147,120,30,668,139,39,180,589,28,350
30,9,24,156,29,117,380,11,380,770,49,289,177,53,157,137,10,280,288,89,117,579,17,566
7,10,24,258,55,230,235,2,246,379,98,260,157,36,358,560,17,340,178,65,690,366,59,900
14,10,24,137,15,168,247,38,134,348,52,246,270,93,229,279,86,268,355,39,199,390,22,570
21,10,24,230,54,680,256,35,348,226,3,120,159,51,489,160,72,237,569,2,345,150,63,689
28,10,24,346,35,366,148,34,130,178,67,700,348,51,236,455,42,156,340,74,158,789,46,330
4,11,24,279,81,489,250,76,466,346,30,136,238,30,550,590,47,179,500,55,230,440,85,357
11,11,24,600,65,348,170,83,346,450,93,157,125,81,335,239,43,445,288,81,146,699,41,678
18,11,24,500,58,189,135,91,579,389,4,167,347,45,140,456,50,479,139,30,370,116,89,126
25,11,24,130,45,168,380,10,677,237,29,469,134,80,145,389,6,330,566,74,257,167,49,360
2,12,24,580,38,134,488,0,389,588,13,670,339,51,344,360,93,157,356,46,169,357,51,560
9,12,24,234,91,560,245,19,667,140,53,139,588,13,490,440,82,237,260,83,337,146,15,168
16,12,24,689,31,579,469,94,356,123,66,240,250,77,467,279,80,244,330,68,260,245,12,228
23,12,24,123,65,690,470,12,679,377,70,136,450,98,134,230,53,229,340,76,367,137,15,339
30,12,24,559,92,679,467,75,456,479,9,667,168,57,557,166,39,180,238,36,330,248,41,128
6,1,25,456,59,199,400,41,344,566,76,367,470,11,579,278,74,356,600,67,115,890,76,123
13,1,25,177,51,290,560,16,123,157,37,179,227,12,246,560,18,260,178,66,169,124,72,688
20,1,25,156,23,157,159,51,236,270,90,190,446,47,467,568,90,677,368,72,129,404,303,404
27,1,25,225,92,570,400,42,679,238,31,100,489,17,467,169,66,349,347,41,137,578,4,455
3,2,25,367,60,488,280,8,369,258,50,190,168,50,389,479,0,569,124,73,346,156,20,280
10,2,25,380,12,688,159,50,127,366,57,160,248,45,258,120,30,389,467,77,377,360,94,158
17,2,25,345,26,457,238,30,118,466,69,270,456,53,300,138,21,227,178,63,490,129,21,100
24,2,25,466,62,480,259,67,890,350,86,150,145,8,440,455,44,680,460,7,340,490,37,368
3,3,25,169,60,460,570,24,680,159,56,466,228,26,123,390,22,336,136,6,790,789,40,299
10,3,25,455,42,138,178,62,570,167,46,240,246,21,678,404,303,404,256,34,590,360,96,240
17,3,25,367,62,679,170,88,233,239,46,457,156,23,580,377,78,459,390,28,567,160,72,156
24,3,25,578,6,268,700,74,130,168,54,158,467,71,155,237,23,148,169,65,230,340,75,140
31,3,25,127,5,168,358,61,380,349,68,233,569,0,389,348,54,590,277,68,125,267,53,157
7,4,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
14,4,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
21,4,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
28,4,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
5,5,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
12,5,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
19,5,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
26,5,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
2,6,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
9,6,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
16,6,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
23,6,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
30,6,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
7,7,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
14,7,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
21,7,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
21,7,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
28,7,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
4,8,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
11,8,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
18,8,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
25,8,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
8,9,25,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404,404,303,404
